pmcid,doi,title,journal,pubdate,pub_year,criteria_era,article_type_inferred,included,exclusion_reason,num_patients,age_numeric,age_descriptive,age_original_quote,age_range_mapped,age_midpoint_for_analysis,age_group,age_unit_original,sex,has_eds,has_pots,has_mcas,has_mastocytosis,triad_present,diagnostic_criteria_cited,beighton_score,symptoms_detected,terminology_used,extraction_method,extraction_date,eds_subtype,has_heds,has_non_heds_eds,eds_negated
PMC5209415,10.1007/s40264-016-0456-3,Current Safety Concerns with Human Papillomavirus Vaccine: A Cluster Analysis of Reports in VigiBase(®).,Drug Saf,2017 Jan,2017,2017 (transition year),case_report,True,,694,9,,"Using proportional reporting ratios, the combination of headache and dizziness with either fatigue or syncope was found to be more commonly reported in HPV vaccine reports compared with non-HPV vaccine reports for females aged 9-25 years.",,9,childhood (5-11),years,,False,True,False,False,False,,,chronic_pain; orthostatic_intolerance; tachycardia; syncope; fatigue; gi_symptoms; headache_migraine; neuropathy; palpitations,POTS; postural tachycardia syndrome,rule_based_v3,2026-04-16T20:48:24.485103,,False,False,False
PMC5946163,10.12688/f1000research.13343.1,Case Report: Treatment of systemic mastocytosis with sunitinib.,F1000Res,2017,2017,2017 (transition year),animal_study,True,,1,58,,"Case presentationA 58-year-old man presented to our
Interdisciplinary Multicenter Research Group for Systemic Mast Cell Diseases for therapy of his progressive aggressive systemic mastocytosis (ASM,
Table S1 and
Table S2), diagnosed according to the WHO criteria (
Table S3), which remained significa...",,58,middle aged (45-59),years,male,False,False,True,True,False,,,fatigue; medication_sensitivity,MCAD; mast cell activation syndrome; mastocytosis,rule_based_v3,2026-04-16T20:48:40.464788,,False,False,False
PMC5640882,10.3389/fped.2017.00215,Mucinous Cystadenoma: A Rare Hepatic Tumor in a Child.,Front Pediatr,2017,2017,2017 (transition year),case_report,True,,22,6,,"Herein, we present a MCA in a 6-year-old male, one of only very few such cases described in the pediatric literature to date.",,6,childhood (5-11),years,male,False,False,True,False,False,,,gi_symptoms,MCAS,rule_based_v3,2026-04-16T20:48:40.549913,,False,False,False
PMC5402659,10.1186/s13256-017-1278-3,Continuous diphenhydramine infusion and imatinib for KIT-D816V-negative mast cell activation syndrome: a case report.,J Med Case Rep,2017 Apr 24,2017,2017 (transition year),clinical_study,True,,14,18,,Case presentationAn 18-year-old white girl presented with a flare of mast cell activation syndrome and received epinephrine and steroids.,,18,young adult (18-29),years,female,False,False,True,True,False,,,syncope; flushing; urticaria; anaphylaxis; gi_symptoms,MCAS; MCAD; mast cell activation syndrome; mastocytosis,rule_based_v3,2026-04-16T20:48:41.155101,,False,False,False
PMC5402055,10.1186/s13223-017-0193-x,Systemic mastocytosis with KIT V560G mutation presenting as recurrent episodes of vascular collapse: response to disodium cromoglycate and disease outcome.,Allergy Asthma Clin Immunol,2017,2017,2017 (transition year),animal_study,True,,123,15,,"Case presentationA 15-year old boy was referred to our hospital because of repeated episodes of flushing, hypotension and syncope since the age of 3-years, preceded by skin lesions compatible with mastocytosis on histopathology that had disappeared in the late-early childhood.",,15,adolescent (12-17),years,male,False,False,True,True,False,MCAS consensus criteria,,tachycardia; syncope; flushing; urticaria; anaphylaxis; fatigue; gi_symptoms; headache_migraine,MCAS; MCAD; mastocytosis,rule_based_v3,2026-04-16T20:48:41.211810,,False,False,False
PMC4932739,10.1186/s12888-016-0922-6,Nationwide population-based cohort study of psychiatric disorders in individuals with Ehlers-Danlos syndrome or hypermobility syndrome and their siblings.,BMC Psychiatry,2016 Jul 4,2016,pre-2017 (Villefranche/Brighton era),clinical_study,True,,253,,child,ASD was also identified via the Clinical Registry for Child and Adolescent Psychiatry in Stockholm County [16] (ICD-10: F84 and DSM-IV: 299).,3-12 years,7.5,childhood (5-11),years,,True,False,False,False,False,Villefranche; Beighton,,joint_hypermobility; chronic_pain,JHS; HSD,rule_based_v3,2026-04-16T20:48:10.808306,hEDS_HSD,True,False,False
PMC4930805,10.1155/2016/8542158,Cooccurrence of Postural Orthostatic Tachycardia Syndrome with Two Different Clinical Entities.,Case Rep Pediatr,2016,2016,pre-2017 (Villefranche/Brighton era),animal_study,True,,1,13,,"In our report, the first case was a 13-year-old female who has been followed up for diagnosis of homocystinuria.",,13,adolescent (12-17),years,female,False,True,False,False,False,,,orthostatic_intolerance; tachycardia; syncope; neuropathy,POTS; postural tachycardia syndrome,rule_based_v3,2026-04-16T20:48:24.493136,,False,False,False
PMC5323235,10.18632/oncotarget.11812,Mast cell sarcoma: new cases and literature review.,Oncotarget,2016 Oct 4,2016,pre-2017 (Villefranche/Brighton era),case_report,True,,23,100,,"This could suggest that careful clinical long-term follow-up of children and young adults with mastocytosis is necessary and may include examinations of the head, ears and skull for the children.",,100,elderly (75+),years,female,False,False,True,True,False,,,tachycardia; flushing; urticaria; gi_symptoms,MCAS; MCAD; mastocytosis,rule_based_v3,2026-04-16T20:48:41.463340,,False,False,False
PMC5121168,10.1007/s40521-016-0103-3,"Mast Cell Clonal Disorders: Classification, Diagnosis and Management.",Curr Treat Options Allergy,2016,2016,pre-2017 (Villefranche/Brighton era),review_or_study,True,,1,,child,"Adults more often suffer from SM, whereas children mainly suffer from CM.",3-12 years,7.5,childhood (5-11),years,male,False,False,True,True,False,,,flushing; urticaria; anaphylaxis; fatigue; gi_symptoms,mast cell activation syndrome; mastocytosis,rule_based_v3,2026-04-16T20:48:41.689728,,False,False,False
PMC5112577,10.12688/f1000research.9565.1,Advances in the understanding and clinical management of mastocytosis and clonal mast cell activation syndromes.,F1000Res,2016,2016,pre-2017 (Villefranche/Brighton era),case_report,True,,1,23,,,,23,young adult (18-29),years,,False,False,True,True,False,MCAS consensus criteria,,flushing; urticaria; anaphylaxis; gi_symptoms; headache_migraine,MCAS; MCAD; mast cell activation syndrome; mastocytosis,rule_based_v3,2026-04-16T20:48:42.664851,,False,False,False
PMC5014939,10.1155/2016/5169056,FLAIR Hyperintense Vessel Sign of Both MCAs with Severe Heart Failure.,Case Rep Neurol Med,2016,2016,pre-2017 (Villefranche/Brighton era),case_report,True,,1,75,,A 75-year-old woman presented with suddenly developed gait disturbance.,,75,elderly (75+),years,female,False,False,True,False,False,,,mitral_valve_prolapse,MCAS,rule_based_v3,2026-04-16T20:48:42.700876,,False,False,False
PMC4903110,10.1007/s00210-016-1247-1,Pharmacological treatment options for mast cell activation disease.,Naunyn Schmiedebergs Arch Pharmacol,2016 Jul,2016,pre-2017 (Villefranche/Brighton era),animal_study,True,,1,,child,,3-12 years,7.5,childhood (5-11),years,,False,False,True,True,False,MCAS consensus criteria,,tachycardia; flushing; anaphylaxis; gi_symptoms; neuropathy; medication_sensitivity,MCAS; MCAD; mast cell activation syndrome; mastocytosis,rule_based_v3,2026-04-16T20:48:44.508389,,False,False,False
PMC4771862,10.1002/ccr3.505,Systemic mastocytosis presenting as cardiac tamponade with CD25(+) pericardial mast cells.,Clin Case Rep,2016 Mar,2016,pre-2017 (Villefranche/Brighton era),case_report,True,,1,59,,,,59,middle aged (45-59),years,,False,False,True,True,False,,,,mastocytosis,rule_based_v3,2026-04-16T20:48:44.562870,,False,False,False
PMC4549537,10.1155/2015/680252,Complex Scapular Winging following Total Shoulder Arthroplasty in a Patient with Ehlers-Danlos Syndrome.,Case Rep Orthop,2015,2015,pre-2017 (Villefranche/Brighton era),case_report,True,,1,45,,"Case ReportThe patient is a 45-year-old right-hand-dominant female (height: 180 cm; weight: 68 kg; BMI: 21) who presented to our clinic on April 25, 2013, with a chief complaint of moderate-to-severe right shoulder pain.",,45,middle aged (45-59),years,female,True,False,False,False,False,,,joint_hypermobility; chronic_pain; neuropathy,EDS type III; hypermobile EDS,rule_based_v3,2026-04-16T20:48:10.878618,hEDS_HSD,True,False,False
PMC4502630,10.1055/s-0034-1544106,A Case Report and Review of Postural Orthostatic Tachycardia Syndrome in Pregnancy.,AJP Rep,2015 Apr,2015,pre-2017 (Villefranche/Brighton era),review_or_study,True,,2,34,,"Case DescriptionCase 1A 34-year-old Caucasian woman, gravida 2, para 1,001, was referred at 9 weeks to our Maternal-Fetal Medicine clinic for a pregnancy complicated by POTS (physical deconditioning type).",,34,adult (30-44),years,female,False,True,False,False,False,,,orthostatic_intolerance; tachycardia; syncope; fatigue; neuropathy; brain_fog; palpitations,POTS; postural tachycardia syndrome,rule_based_v3,2026-04-16T20:48:24.554225,,False,False,False
PMC4452321,10.1155/2015/545029,Treatment of Refractory Postural Tachycardia Syndrome with Subcutaneous Octreotide Delivered Using an Insulin Pump.,Case Rep Med,2015,2015,pre-2017 (Villefranche/Brighton era),case_report,True,,1,24,,Case  1A 24-year-old woman presented with sudden onset of recurrent light-headedness and severe orthostatic intolerance relieved with recumbence following a pyrexial illness.,,24,young adult (18-29),years,female,False,True,False,False,False,,,orthostatic_intolerance; tachycardia; fatigue; gi_symptoms; headache_migraine; palpitations,POTS; postural tachycardia syndrome,rule_based_v3,2026-04-16T20:48:24.575747,,False,False,False
PMC4616764,10.1097/MD.0000000000001414,A French National Survey on Clotting Disorders in Mastocytosis.,Medicine (Baltimore),2015 Oct,2015,pre-2017 (Villefranche/Brighton era),clinical_study,True,,2,46,,"From our cohort of 14 adult patients with clotting abnormalities (median age 46 years [range 26-75]), 4 had a presentation suggestive of a primary hemostasis disorder alone (by their symptoms and/or abnormal clotting tests [PFA, von Willebrand's disease [vWD] screening]) and 10 had a laboratory impa...",,46,middle aged (45-59),years,,False,False,True,True,False,,,orthostatic_intolerance; anaphylaxis,MCAS; MCAD; mast cell activation syndrome; mastocytosis,rule_based_v3,2026-04-16T20:48:45.039504,,False,False,False
PMC4453286,10.1186/s13054-015-0956-z,Critical care management of systemic mastocytosis: when every wasp is a killer bee.,Crit Care,2015 Jun 3,2015,pre-2017 (Villefranche/Brighton era),case_report,True,,13,,,,,,,years,,False,False,True,True,False,,,tachycardia; flushing; urticaria; anaphylaxis; gi_symptoms; headache_migraine; medication_sensitivity,MCAD; mast cell activation syndrome; mastocytosis,rule_based_v3,2026-04-16T20:48:45.423081,,False,False,False
PMC4300794,,Neurological manifestations of Ehlers-Danlos syndrome(s): A review.,Iran J Neurol,2014 Oct 6,2014,pre-2017 (Villefranche/Brighton era),clinical_study,True,,40,37,,"first report headache, drop attacks and white matter abnormalities in a 37-year-old woman with EDS with parodontitis.",,37,adult (30-44),years,female,True,False,False,False,False,Villefranche; Brighton; Beighton,,joint_hypermobility; subluxations_dislocations; chronic_pain; orthostatic_intolerance; tachycardia; skin_hyperextensibility; easy_bruising; fatigue; headache_migraine; neuropathy; chiari,EDS type III; EDS hypermobility type; JHS; HSD; dysautonomia,rule_based_v3,2026-04-16T20:48:11.131688,hEDS_HSD,True,False,False
PMC4223622,10.1186/s13023-014-0109-5,Recommendations for anesthesia and perioperative management in patients with Ehlers-Danlos syndrome(s).,Orphanet J Rare Dis,2014 Jul 23,2014,pre-2017 (Villefranche/Brighton era),clinical_study,True,,26,,,"In children with EDS, Mast et al.",,,,years,,True,True,False,False,False,Villefranche,,joint_hypermobility; subluxations_dislocations; chronic_pain; tachycardia; skin_hyperextensibility; easy_bruising; gi_symptoms; headache_migraine; neuropathy,EDS type III; hypermobile EDS; JHS; POTS; postural tachycardia syndrome,rule_based_v3,2026-04-16T20:48:11.681190,vascular_EDS,False,True,False
PMC4009270,10.1155/2014/171803,Ehlers-danlos syndrome-hypermobility type and hemorrhoids.,Case Rep Surg,2014,2014,pre-2017 (Villefranche/Brighton era),case_report,True,,1,34,,Case PresentationA 34-year-old obese female was referred to general surgery for chronic bleeding hemorrhoids.,,34,adult (30-44),years,female,True,False,False,False,False,Villefranche,,joint_hypermobility; subluxations_dislocations; chronic_pain; skin_hyperextensibility; gi_symptoms; chiari,EDS hypermobility type; JHS,rule_based_v3,2026-04-16T20:48:11.716441,hEDS_HSD,True,False,False
PMC4528866,10.1177/2324709614527812,"Postural Orthostatic Tachycardia With Chronic Fatigue After HPV Vaccination as Part of the ""Autoimmune/Auto-inflammatory Syndrome Induced by Adjuvants"": Case Report and Literature Review.",J Investig Med High Impact Case Rep,2014 Jan-Mar,2014,pre-2017 (Villefranche/Brighton era),animal_study,True,,1,14,,We report the case of a 14-year-old girl who developed postural orthostatic tachycardia syndrome (POTS) with chronic fatigue 2 months following Gardasil vaccination.,,14,adolescent (12-17),years,female,False,True,False,False,False,,,chronic_pain; orthostatic_intolerance; tachycardia; syncope; fatigue; gi_symptoms; headache_migraine; neuropathy; brain_fog; palpitations; medication_sensitivity,POTS; postural tachycardia syndrome,rule_based_v3,2026-04-16T20:48:24.540592,,False,False,False
PMC4177336,10.1186/s12967-014-0249-3,Orthostatic plasma norepinephrine level as a predictor for therapeutic response to metoprolol in children with postural tachycardia syndrome.,J Transl Med,2014 Sep 10,2014,pre-2017 (Villefranche/Brighton era),clinical_study,True,,25,,child,The purpose of this study is to explore whether orthostatic plasma norepinephrine level could be an indicator of therapeutic effectiveness of metoprolol for POTS in children.,3-12 years,7.5,childhood (5-11),years,female,False,True,False,False,False,,,orthostatic_intolerance; tachycardia; syncope; fatigue; gi_symptoms; headache_migraine; neuropathy; palpitations; medication_sensitivity,POTS; postural tachycardia syndrome,rule_based_v3,2026-04-16T20:48:24.700927,,False,False,False
PMC4369969,10.1093/omcr/omu006,Moyamoya disease in a patient with neuromyelitis optica.,Oxf Med Case Reports,2014 Apr,2014,pre-2017 (Villefranche/Brighton era),case_report,True,,1,62,,CASE REPORTA 62-year-old woman with good past health with no previous neurological symptom was admitted to the Prince of Wales Hospital in Hong Kong after a sudden onset of left upper limb and lower limb weakness along with unsteady gait and numbness.,,62,older adult (60-74),years,female,False,False,True,False,False,,,,MCAS,rule_based_v3,2026-04-16T20:48:45.438755,,False,False,False
PMC4304775,10.1186/1752-1947-8-389,Anaphylactic reaction to platelet transfusion as the initial symptom of an undiagnosed systemic mastocytosis: a case report and review of the literature.,J Med Case Rep,2014 Nov 26,2014,pre-2017 (Villefranche/Brighton era),animal_study,True,,1,59,,"Case presentationWe describe the clinicopathological findings of a 59-year-old Latin American man who presented to the emergency room with fatigue, leukocytosis, thrombocytopenia and mild hepatosplenomegaly.",,59,middle aged (45-59),years,male,False,False,True,True,False,,,tachycardia; urticaria; anaphylaxis; fatigue; gi_symptoms,mast cell activation syndrome; mastocytosis,rule_based_v3,2026-04-16T20:48:45.470184,,False,False,False
